-2.000000000000000042e-02;-1.673973195164056849e-01;-3.980079813065309779e-02
-1.897959183673469247e-02;-1.588566399492421233e-01;-3.906394725706892335e-02
-1.795918367346938799e-02;-1.503159603820785617e-01;-3.818797787894007145e-02
-1.693877551020408351e-02;-1.417752808149150279e-01;-3.717288999626656293e-02
-1.591836734693877556e-02;-1.332346012477514663e-01;-3.601868360904836308e-02
-1.489795918367346934e-02;-1.246939216805879047e-01;-3.472535871728549273e-02
-1.387755102040816313e-02;-1.161532421134243431e-01;-3.329291532097794493e-02
-1.285714285714285691e-02;-1.076125625462607954e-01;-3.172135342012573356e-02
-1.183673469387755070e-02;-9.907188297909723385e-02;-3.001067301472883087e-02
-1.081632653061224449e-02;-9.053120341193368614e-02;-2.816087410478726460e-02
-9.795918367346938271e-03;-8.199052384477012456e-02;-2.617195669030101396e-02
-8.775510204081632057e-03;-7.344984427760656298e-02;-2.404392077127009281e-02
-7.755102040816325842e-03;-6.490916471044301528e-02;-2.177676634769450115e-02
-6.734693877551019628e-03;-5.636848514327946064e-02;-1.937049341957422857e-02
-5.714285714285713413e-03;-4.782780557611589906e-02;-1.682510198690928549e-02
-4.693877551020407199e-03;-3.928712600895234441e-02;-1.414059204969966496e-02
-3.673469387755100984e-03;-3.074644644178878977e-02;-1.131696360794536872e-02
-2.653061224489796505e-03;-2.220576687462524901e-02;-8.354216661646403710e-03
-1.632653061224488555e-03;-1.366508730746167702e-02;-5.252351210802752579e-03
-6.122448979591806062e-04;-5.124407740298107632e-03;-2.011367255414426170e-03
4.081632653061238736e-04;3.416271826865434000e-03;1.368735204518564024e-03
1.428571428571428353e-03;1.195695139402897476e-02;4.887956168996228194e-03
2.448979591836736303e-03;2.049763096119254502e-02;8.546295638018581303e-03
3.469387755102044252e-03;2.903831052835611701e-02;1.234375361158560752e-02
4.489795918367348732e-03;3.757899009551965430e-02;1.628033008969729731e-02
5.510204081632653211e-03;4.611966966268320200e-02;2.035602507235366107e-02
6.530612244897961161e-03;5.466034922984677052e-02;2.457083855955471616e-02
7.551020408163269110e-03;6.320102879701033904e-02;2.892477055130044175e-02
8.571428571428573590e-03;7.174170836417388675e-02;3.341782104759083438e-02
9.591836734693878069e-03;8.028238793133742057e-02;3.804999004842589405e-02
1.061224489795918602e-02;8.882306749850099603e-02;4.282127755380565198e-02
1.163265306122449397e-02;9.736374706566455761e-02;4.773168356373007348e-02
1.265306122448979845e-02;1.059044266328281053e-01;5.278120807819916549e-02
1.367346938775510293e-02;1.144451061999916391e-01;5.796985109721293494e-02
1.469387755102040741e-02;1.229857857671551868e-01;6.329761262077136796e-02
1.571428571428571883e-02;1.315264653343187762e-01;6.876449264887452006e-02
1.673469387755102331e-02;1.400671449014823378e-01;7.437049118152230798e-02
1.775510204081632779e-02;1.486078244686458716e-01;8.011560821871475946e-02
1.877551020408163920e-02;1.571485040358094609e-01;8.599984376045194390e-02
1.979591836734694368e-02;1.656891836029730225e-01;9.202319780673375027e-02
2.081632653061224816e-02;1.742298631701365563e-01;9.818567035756023409e-02
2.183673469387755264e-02;1.827705427373000902e-01;1.044872614129314092e-01
2.285714285714285712e-02;1.913112223044636240e-01;1.109279709728472341e-01
2.387755102040816854e-02;1.998519018716272411e-01;1.175077990373077919e-01
2.489795918367347302e-02;2.083925814387907749e-01;1.242267456063129716e-01
2.591836734693877750e-02;2.169332610059543087e-01;1.310848106798628288e-01
2.693877551020408892e-02;2.254739405731179258e-01;1.380819942579574189e-01
2.795918367346939340e-02;2.340146201402814596e-01;1.452182963405966309e-01
2.897959183673469788e-02;2.425552997074449935e-01;1.524937169277805205e-01
2.999999999999999889e-02;2.510959792746085273e-01;1.599082560195090597e-01
